version,ns1:timeZone,ns1:type,ns1:locationId,ns1:parameterId,ns1:ensembleId,ns1:ensembleMemberIndex,unit,multiplier,date,time,date2,time3,date4,time5,ns1:missVal,ns1:stationName,ns1:units,ns1:creationDate,ns1:creationTime,date6,time7,value,flag
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/5/2018,18:00:00,22764.695,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/6/2018,0:00:00,21357.559,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/6/2018,6:00:00,20179.678,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/6/2018,12:00:00,19196.127,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/6/2018,18:00:00,18445.469,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/7/2018,0:00:00,17925.04,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/7/2018,6:00:00,17481.467,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/7/2018,12:00:00,16966.125,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/7/2018,18:00:00,16416.592,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/8/2018,0:00:00,15952.422,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/8/2018,6:00:00,15554.465,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/8/2018,12:00:00,15525.199,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/8/2018,18:00:00,16695.709,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/9/2018,0:00:00,16182.533,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/9/2018,6:00:00,16498.441,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/9/2018,12:00:00,17410.152,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/9/2018,18:00:00,18250.504,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/10/2018,0:00:00,18760.297,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/10/2018,6:00:00,20204.72,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/10/2018,12:00:00,21216.135,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/10/2018,18:00:00,21982.182,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/11/2018,0:00:00,22504.812,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/11/2018,6:00:00,22184.379,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/11/2018,12:00:00,21076.174,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/11/2018,18:00:00,19783.092,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/12/2018,0:00:00,18947.818,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/12/2018,6:00:00,19832.594,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/12/2018,12:00:00,19776.004,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/12/2018,18:00:00,19294.082,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/13/2018,0:00:00,20573.398,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/13/2018,6:00:00,22625.797,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/13/2018,12:00:00,24539.467,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/13/2018,18:00:00,25619.047,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/14/2018,0:00:00,28060.154,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/14/2018,6:00:00,31008.99,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/14/2018,12:00:00,32930.617,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/14/2018,18:00:00,34207,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/15/2018,0:00:00,35228.45,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/15/2018,6:00:00,35959.844,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/15/2018,12:00:00,36745.293,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/15/2018,18:00:00,35883.715,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/16/2018,0:00:00,33169.668,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/16/2018,6:00:00,30093.709,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/16/2018,12:00:00,27510.15,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/16/2018,18:00:00,25451.58,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/17/2018,0:00:00,23847.854,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/17/2018,6:00:00,22646.102,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/17/2018,12:00:00,21514.125,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/17/2018,18:00:00,20574.975,0
